epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,10936.8,0,121.138,0,0,0,0,0,0,0.00184,0,0.0019878,0.000662602,0.0019878,0.000662602,0.0019878,0.000662602,0.0019878,0.000662602
